Job_ID,Job_Title,Company,City,State,Country,Work_Mode,Experience_Level,Experience_Years,Salary_LPA,Open_Positions,Skills,Industry,Annual_Salary_INR,Applications,Education,Employment_Type,Posting_Date,Company_Rating,Job_Status
3011,ML Engineer,Microsoft,Bengaluru,Telangana,India,Onsite,Associate,6,10,17,"Python,Pandas",Healthcare,1526293,29,Master,Full-time,2026-03-24,80,Open
3012,Software Engineer,TCS,Mumbai,Telangana,India,Remote,Associate,6,9,6,"Tableau,SQL",Healthcare,1452368,221,Master,Full-time,2026-01-17,63,Closed
3013,Data Scientist,Zoho,Bengaluru,Karnataka,India,Onsite,Senior,7,11,6,"Excel,SQL",Retail,859360,177,Master,Full-time,2026-02-09,87,Closed
3014,Software Engineer,Accenture,Pune,Karnataka,India,Onsite,Entry,3,24,20,"Power BI,SQL",Finance,632107,340,Master,Internship,2026-03-11,84,Closed
3015,Data Scientist,Zoho,Delhi,Karnataka,India,Remote,Associate,4,6,19,"Azure,Python",Finance,1698237,410,Bachelor,Contract,2026-01-27,82,Closed
3016,Software Engineer,TechNova,Bengaluru,Karnataka,India,Remote,Entry,5,17,4,"Excel,SQL",Retail,1216716,42,Master,Contract,2026-02-04,91,Closed
3017,Software Engineer,TechNova,Mumbai,Maharashtra,India,Hybrid,Senior,5,19,4,"Power BI,SQL",Education,955831,354,Master,Contract,2026-01-25,85,Open
3018,BI Developer,Amazon,Pune,Telangana,India,Onsite,Mid,3,11,10,"Python,SQL",IT Services,826571,391,Master,Contract,2026-05-15,74,Open
3019,Business Analyst,TechNova,Bengaluru,Telangana,India,Onsite,Entry,0,15,6,"Excel,SQL",Finance,860425,127,Bachelor,Full-time,2026-01-08,77,Closed
3020,Data Analyst,TechNova,Delhi,Telangana,India,Hybrid,Entry,8,4,10,"Excel,SQL",Retail,1692972,230,Bachelor,Internship,2026-04-17,53,Open
3021,Data Scientist,TechNova,Bengaluru,Telangana,India,Onsite,Mid,7,14,10,"Python,Pandas",Education,776252,405,Master,Internship,2026-01-22,60,Open
3022,Data Analyst,Amazon,Pune,Telangana,India,Onsite,Mid,6,14,9,"Tableau,SQL",IT Services,1575144,256,Master,Internship,2026-06-19,54,Closed
3023,Data Analyst,Google,Hyderabad,Tamil Nadu,India,Hybrid,Mid,7,16,18,"Power BI,SQL",IT Services,1215905,101,Master,Contract,2026-05-31,74,Open
3024,Software Engineer,Google,Mumbai,Tamil Nadu,India,Hybrid,Mid,7,12,14,"Python,Pandas",IT Services,783186,287,Master,Contract,2026-01-13,89,Closed
3025,Business Analyst,Amazon,Pune,Maharashtra,India,Hybrid,Entry,5,17,5,"Azure,Python",Retail,701323,471,Bachelor,Full-time,2026-02-19,88,Open
3026,BI Developer,Infosys,Mumbai,Telangana,India,Hybrid,Senior,7,4,16,"Excel,SQL",Healthcare,645496,198,Master,Internship,2026-06-02,91,Open
3027,Data Scientist,Amazon,Pune,Delhi,India,Remote,Associate,4,4,16,"Tableau,SQL",Finance,1063785,304,Bachelor,Full-time,2026-01-11,68,Closed
3028,BI Developer,Google,Delhi,Delhi,India,Hybrid,Mid,2,19,18,"Tableau,SQL",Education,1024305,316,Bachelor,Full-time,2026-03-26,65,Closed
3029,Data Scientist,Zoho,Pune,Telangana,India,Hybrid,Senior,1,18,16,"Excel,SQL",IT Services,1295276,182,Bachelor,Internship,2026-05-13,64,Open
3030,Data Scientist,Infosys,Bengaluru,Tamil Nadu,India,Hybrid,Senior,0,20,4,"Tableau,SQL",IT Services,1040531,329,Master,Contract,2026-01-26,86,Closed
3031,ML Engineer,Accenture,Mumbai,Maharashtra,India,Remote,Mid,0,29,15,"Python,SQL",Retail,1368328,411,Master,Full-time,2026-06-18,88,Closed
3032,Business Analyst,TCS,Delhi,Tamil Nadu,India,Remote,Mid,4,26,20,"Python,SQL",Finance,459373,253,Master,Contract,2026-06-17,72,Closed
3033,Business Analyst,Infosys,Delhi,Maharashtra,India,Onsite,Associate,0,6,4,"Python,Pandas",Healthcare,851914,95,Master,Internship,2026-06-07,59,Open
3034,ML Engineer,TCS,Pune,Telangana,India,Remote,Senior,5,19,4,"Azure,Python",Healthcare,1572461,462,Bachelor,Internship,2026-05-18,89,Closed
3035,Data Analyst,Accenture,Chennai,Maharashtra,India,Hybrid,Entry,4,20,12,"Python,Pandas",Education,1450444,142,Master,Internship,2026-05-13,75,Open
3036,Business Analyst,Microsoft,Mumbai,Tamil Nadu,India,Hybrid,Mid,2,10,12,"Power BI,SQL",Education,552994,145,Bachelor,Full-time,2026-01-27,81,Open
3037,Business Analyst,Amazon,Bengaluru,Maharashtra,India,Onsite,Associate,2,28,18,"Python,Pandas",Healthcare,1352145,173,Bachelor,Internship,2026-06-17,88,Open
3038,ML Engineer,Zoho,Mumbai,Delhi,India,Remote,Entry,6,4,10,"Tableau,SQL",Healthcare,1254886,253,Bachelor,Contract,2026-02-21,72,Closed
3039,Business Analyst,Accenture,Bengaluru,Telangana,India,Hybrid,Mid,5,10,19,"Power BI,SQL",Finance,1422031,282,Master,Internship,2026-03-13,68,Open
3040,Software Engineer,Accenture,Chennai,Telangana,India,Onsite,Associate,8,17,15,"Azure,Python",Education,1655051,351,Master,Full-time,2026-06-28,90,Open
3041,Data Scientist,TCS,Delhi,Karnataka,India,Hybrid,Entry,5,9,17,"Python,Pandas",Healthcare,1608904,327,Bachelor,Contract,2026-03-11,50,Open
3042,BI Developer,Wipro,Delhi,Maharashtra,India,Remote,Entry,0,13,7,"Excel,SQL",Retail,1527016,53,Master,Full-time,2026-01-12,87,Closed
3043,Business Analyst,Google,Bengaluru,Telangana,India,Remote,Senior,2,12,5,"Python,Pandas",Retail,1706575,136,Master,Contract,2026-02-04,69,Open
3044,ML Engineer,Wipro,Chennai,Karnataka,India,Onsite,Senior,5,12,7,"Azure,Python",IT Services,1731342,150,Master,Internship,2026-06-25,94,Closed
3045,Software Engineer,Google,Chennai,Tamil Nadu,India,Remote,Entry,4,16,19,"Azure,Python",Education,458105,179,Bachelor,Internship,2026-04-28,57,Open
3046,Data Scientist,Accenture,Pune,Telangana,India,Remote,Associate,3,29,19,"Excel,SQL",Finance,432615,337,Master,Contract,2026-04-20,68,Open
3047,Software Engineer,Microsoft,Chennai,Karnataka,India,Hybrid,Entry,3,3,17,"Python,Pandas",Retail,1755984,357,Master,Full-time,2026-03-15,53,Open
3048,Software Engineer,TechNova,Bengaluru,Telangana,India,Hybrid,Entry,4,16,15,"Python,Pandas",Retail,1632762,247,Bachelor,Contract,2026-03-20,80,Closed
3049,Data Scientist,Zoho,Delhi,Tamil Nadu,India,Remote,Senior,3,8,12,"Azure,Python",IT Services,658288,170,Master,Full-time,2026-05-16,56,Closed
3050,Data Analyst,Capgemini,Hyderabad,Maharashtra,India,Hybrid,Entry,5,5,14,"Power BI,SQL",Healthcare,1032911,449,Bachelor,Contract,2026-06-18,72,Closed
3051,Software Engineer,Accenture,Pune,Karnataka,India,Hybrid,Mid,1,13,7,"Tableau,SQL",Finance,969116,13,Master,Contract,2026-05-25,54,Open
3052,Business Analyst,Amazon,Hyderabad,Maharashtra,India,Onsite,Entry,5,28,13,"Python,SQL",IT Services,417246,499,Bachelor,Contract,2026-06-03,65,Open
3053,ML Engineer,Capgemini,Chennai,Telangana,India,Remote,Mid,5,11,19,"Tableau,SQL",Education,570599,420,Bachelor,Internship,2026-06-26,72,Closed
3054,ML Engineer,TechNova,Bengaluru,Maharashtra,India,Hybrid,Senior,0,30,7,"Python,Pandas",Education,734839,433,Master,Full-time,2026-06-27,81,Open
3055,BI Developer,TechNova,Bengaluru,Delhi,India,Hybrid,Mid,8,8,15,"Azure,Python",Education,965086,466,Master,Full-time,2026-05-28,53,Open
3056,Data Scientist,Wipro,Mumbai,Tamil Nadu,India,Hybrid,Entry,0,27,20,"Excel,SQL",Education,719366,479,Bachelor,Internship,2026-05-15,91,Open
3057,Business Analyst,TechNova,Delhi,Tamil Nadu,India,Remote,Associate,8,7,14,"Python,Pandas",IT Services,1763720,488,Bachelor,Contract,2026-02-16,74,Open
3058,Data Analyst,TechNova,Mumbai,Karnataka,India,Onsite,Associate,7,9,13,"Python,Pandas",Education,1144490,367,Bachelor,Internship,2026-02-22,65,Closed
3059,Business Analyst,Google,Mumbai,Karnataka,India,Onsite,Mid,4,3,5,"Azure,Python",Healthcare,1033812,345,Master,Contract,2026-03-07,50,Open
3060,ML Engineer,Google,Pune,Telangana,India,Remote,Mid,3,9,10,"Azure,Python",Healthcare,1497617,179,Bachelor,Internship,2026-02-01,97,Open
3061,Software Engineer,Microsoft,Mumbai,Maharashtra,India,Hybrid,Senior,2,5,4,"Python,SQL",Retail,656348,261,Bachelor,Full-time,2026-06-06,89,Closed
3062,Business Analyst,Google,Chennai,Tamil Nadu,India,Remote,Entry,3,30,4,"Azure,Python",IT Services,1679482,77,Master,Internship,2026-01-08,96,Open
3063,Data Analyst,Google,Delhi,Karnataka,India,Remote,Associate,3,5,9,"Tableau,SQL",Retail,934252,431,Master,Internship,2026-05-02,56,Closed
3064,Data Analyst,Wipro,Pune,Tamil Nadu,India,Onsite,Entry,0,12,6,"Power BI,SQL",IT Services,1612136,128,Bachelor,Contract,2026-05-27,60,Open
3065,ML Engineer,Microsoft,Chennai,Telangana,India,Remote,Senior,2,27,5,"Python,SQL",Retail,1743333,130,Master,Full-time,2026-02-24,68,Open
3066,Software Engineer,Wipro,Mumbai,Maharashtra,India,Remote,Mid,1,5,16,"Python,SQL",IT Services,1539481,167,Bachelor,Internship,2026-05-11,71,Open
3067,Data Analyst,Infosys,Delhi,Tamil Nadu,India,Onsite,Mid,4,17,20,"Azure,Python",Healthcare,655152,228,Master,Internship,2026-05-21,72,Open
3068,Data Scientist,Zoho,Hyderabad,Telangana,India,Hybrid,Associate,7,9,11,"Python,Pandas",IT Services,1785454,193,Master,Full-time,2026-05-25,87,Open
3069,Data Scientist,Microsoft,Delhi,Maharashtra,India,Hybrid,Entry,8,13,4,"Azure,Python",IT Services,1092240,327,Master,Contract,2026-01-01,60,Open
3070,Business Analyst,Google,Hyderabad,Delhi,India,Hybrid,Mid,8,22,19,"Python,SQL",Healthcare,959218,354,Bachelor,Internship,2026-01-02,59,Open
3071,Data Analyst,TCS,Mumbai,Tamil Nadu,India,Hybrid,Associate,7,29,6,"Tableau,SQL",Education,995114,181,Master,Full-time,2026-06-11,71,Closed
3072,BI Developer,Google,Bengaluru,Delhi,India,Onsite,Senior,5,23,17,"Python,Pandas",Retail,1511940,492,Bachelor,Internship,2026-01-24,71,Closed
3073,Business Analyst,Wipro,Delhi,Delhi,India,Onsite,Mid,5,18,16,"Tableau,SQL",IT Services,901621,99,Bachelor,Full-time,2026-04-11,88,Closed
3074,Business Analyst,TechNova,Hyderabad,Delhi,India,Onsite,Entry,3,19,18,"Python,Pandas",Finance,478787,412,Bachelor,Full-time,2026-02-22,72,Closed
3075,ML Engineer,Infosys,Pune,Maharashtra,India,Onsite,Associate,7,11,7,"Excel,SQL",Healthcare,1559547,391,Bachelor,Full-time,2026-04-22,56,Closed
3076,Data Analyst,Infosys,Mumbai,Maharashtra,India,Remote,Senior,7,15,7,"Excel,SQL",IT Services,1054685,396,Master,Contract,2026-02-09,58,Open
3077,Data Analyst,Wipro,Hyderabad,Telangana,India,Remote,Associate,4,16,6,"Python,SQL",Education,421328,423,Bachelor,Internship,2026-05-10,98,Open
3078,Business Analyst,Wipro,Pune,Delhi,India,Remote,Entry,0,8,16,"Python,Pandas",Finance,989905,193,Bachelor,Contract,2026-06-29,62,Open
3079,BI Developer,Accenture,Pune,Maharashtra,India,Onsite,Mid,7,27,6,"Python,SQL",Education,921701,52,Master,Contract,2026-01-26,79,Open
3080,ML Engineer,Google,Delhi,Telangana,India,Hybrid,Associate,3,5,8,"Python,SQL",IT Services,684174,404,Master,Full-time,2026-03-21,91,Closed
3081,Data Scientist,Accenture,Hyderabad,Tamil Nadu,India,Hybrid,Entry,1,13,9,"Azure,Python",Retail,1162148,99,Master,Contract,2026-02-17,66,Closed
3082,Data Scientist,Accenture,Pune,Karnataka,India,Hybrid,Senior,3,29,13,"Tableau,SQL",Retail,794196,379,Bachelor,Contract,2026-01-18,75,Closed
3083,Data Analyst,Wipro,Bengaluru,Karnataka,India,Hybrid,Entry,0,12,7,"Excel,SQL",IT Services,793008,449,Bachelor,Contract,2026-01-13,61,Open
3084,ML Engineer,TechNova,Hyderabad,Karnataka,India,Hybrid,Mid,6,10,4,"Excel,SQL",Retail,582715,252,Bachelor,Full-time,2026-06-19,91,Closed
3085,Software Engineer,Google,Delhi,Karnataka,India,Hybrid,Associate,2,25,16,"Python,Pandas",Retail,1577493,292,Bachelor,Full-time,2026-06-11,54,Closed
3086,Data Scientist,Accenture,Mumbai,Tamil Nadu,India,Remote,Entry,3,28,14,"Python,SQL",Finance,724398,375,Master,Internship,2026-04-15,57,Open
3087,BI Developer,TCS,Mumbai,Tamil Nadu,India,Remote,Mid,6,30,14,"Python,Pandas",Education,1286690,166,Master,Internship,2026-06-04,63,Closed
3088,Data Scientist,Zoho,Mumbai,Telangana,India,Remote,Entry,8,27,5,"Tableau,SQL",Healthcare,1085968,179,Master,Internship,2026-04-11,89,Closed
3089,ML Engineer,Accenture,Bengaluru,Telangana,India,Remote,Senior,0,13,19,"Power BI,SQL",Healthcare,785970,351,Master,Internship,2026-05-22,59,Closed
3090,Business Analyst,TechNova,Hyderabad,Telangana,India,Hybrid,Entry,5,25,7,"Python,SQL",Finance,1728804,395,Master,Internship,2026-04-16,76,Open
3091,Data Analyst,Zoho,Bengaluru,Karnataka,India,Onsite,Associate,6,13,11,"Excel,SQL",Education,1772684,194,Bachelor,Internship,2026-02-17,81,Open
3092,Data Scientist,Amazon,Bengaluru,Karnataka,India,Onsite,Mid,5,14,15,"Azure,Python",Finance,319607,152,Bachelor,Full-time,2026-02-28,59,Closed
3093,Data Scientist,Microsoft,Mumbai,Tamil Nadu,India,Onsite,Entry,4,26,16,"Power BI,SQL",Healthcare,1289410,23,Bachelor,Contract,2026-05-11,53,Open
3094,Data Analyst,Microsoft,Mumbai,Maharashtra,India,Hybrid,Associate,3,7,5,"Azure,Python",Education,1005904,296,Bachelor,Internship,2026-03-23,59,Closed
3095,Software Engineer,TCS,Pune,Delhi,India,Onsite,Entry,1,30,9,"Azure,Python",Education,1538097,471,Master,Full-time,2026-06-16,65,Closed
3096,Business Analyst,Accenture,Chennai,Telangana,India,Remote,Entry,6,15,17,"Python,SQL",Education,466636,494,Bachelor,Internship,2026-05-15,65,Closed
3097,ML Engineer,Infosys,Bengaluru,Delhi,India,Hybrid,Associate,7,8,17,"Power BI,SQL",Finance,1194578,195,Bachelor,Contract,2026-03-02,76,Open
3098,Data Analyst,Accenture,Chennai,Telangana,India,Hybrid,Associate,5,28,6,"Power BI,SQL",Healthcare,1049517,262,Bachelor,Internship,2026-06-07,74,Open
3099,BI Developer,Capgemini,Mumbai,Delhi,India,Onsite,Entry,3,19,12,"Tableau,SQL",Finance,1179363,167,Bachelor,Contract,2026-03-28,58,Open
3100,BI Developer,Infosys,Mumbai,Delhi,India,Onsite,Associate,0,30,16,"Tableau,SQL",IT Services,569633,239,Master,Internship,2026-04-03,92,Closed
3101,Software Engineer,TCS,Delhi,Delhi,India,Hybrid,Entry,6,26,19,"Python,Pandas",Education,1566184,255,Bachelor,Contract,2026-02-16,52,Open
3102,ML Engineer,Microsoft,Mumbai,Telangana,India,Hybrid,Entry,3,6,16,"Python,SQL",Finance,959844,143,Master,Full-time,2026-04-09,63,Closed
3103,BI Developer,Accenture,Pune,Tamil Nadu,India,Onsite,Entry,6,28,19,"Power BI,SQL",Retail,771998,467,Bachelor,Contract,2026-06-04,97,Open
3104,ML Engineer,TechNova,Chennai,Telangana,India,Remote,Associate,1,12,10,"Azure,Python",IT Services,1491270,187,Master,Contract,2026-05-14,88,Closed
3105,Software Engineer,Capgemini,Delhi,Telangana,India,Hybrid,Associate,5,29,7,"Tableau,SQL",Retail,917475,93,Master,Internship,2026-06-06,97,Closed
3106,ML Engineer,Wipro,Bengaluru,Telangana,India,Remote,Entry,5,9,10,"Tableau,SQL",Finance,1304958,56,Bachelor,Internship,2026-03-13,97,Open
3107,Data Scientist,Zoho,Mumbai,Tamil Nadu,India,Hybrid,Mid,5,5,16,"Python,Pandas",Retail,654989,1,Bachelor,Internship,2026-04-21,60,Open
3108,ML Engineer,Zoho,Pune,Karnataka,India,Onsite,Entry,6,20,7,"Tableau,SQL",Finance,1476749,228,Master,Internship,2026-02-02,98,Open
3109,BI Developer,Wipro,Pune,Maharashtra,India,Hybrid,Mid,0,5,6,"Python,SQL",IT Services,351765,456,Master,Contract,2026-04-22,64,Open
3110,BI Developer,Zoho,Delhi,Karnataka,India,Remote,Associate,3,12,17,"Power BI,SQL",Finance,1060477,118,Master,Full-time,2026-03-19,61,Closed
3111,Data Scientist,Google,Hyderabad,Delhi,India,Hybrid,Senior,5,10,6,"Power BI,SQL",Finance,1078059,390,Master,Contract,2026-05-19,96,Closed
3112,Data Analyst,Infosys,Bengaluru,Tamil Nadu,India,Hybrid,Associate,0,15,16,"Excel,SQL",Finance,1592096,256,Master,Full-time,2026-03-22,57,Closed
3113,Software Engineer,Amazon,Pune,Tamil Nadu,India,Remote,Entry,1,20,16,"Azure,Python",Retail,1102134,211,Master,Contract,2026-01-31,97,Closed
3114,Software Engineer,Wipro,Bengaluru,Karnataka,India,Hybrid,Associate,1,19,20,"Azure,Python",Finance,367255,309,Bachelor,Contract,2026-01-04,97,Closed
3115,Business Analyst,Wipro,Hyderabad,Maharashtra,India,Onsite,Entry,4,30,17,"Tableau,SQL",IT Services,466787,111,Bachelor,Full-time,2026-06-10,56,Closed
3116,Business Analyst,Capgemini,Mumbai,Delhi,India,Remote,Associate,8,27,18,"Python,Pandas",Finance,1091672,205,Bachelor,Contract,2026-05-14,96,Closed
3117,Data Analyst,Amazon,Mumbai,Telangana,India,Onsite,Senior,4,4,9,"Azure,Python",Finance,541061,479,Master,Full-time,2026-02-10,83,Open
3118,Software Engineer,Amazon,Delhi,Telangana,India,Remote,Entry,0,23,7,"Power BI,SQL",Retail,340790,87,Master,Contract,2026-05-15,71,Closed
3119,Business Analyst,TechNova,Chennai,Karnataka,India,Hybrid,Mid,3,26,10,"Azure,Python",Education,1042124,134,Bachelor,Contract,2026-06-02,70,Closed
3120,BI Developer,Microsoft,Chennai,Karnataka,India,Hybrid,Associate,2,6,18,"Excel,SQL",Retail,1748227,373,Master,Contract,2026-06-22,57,Closed
3121,ML Engineer,Google,Delhi,Karnataka,India,Hybrid,Senior,7,9,17,"Excel,SQL",Education,684121,303,Bachelor,Full-time,2026-02-26,73,Open
3122,ML Engineer,Capgemini,Chennai,Delhi,India,Onsite,Associate,2,11,14,"Excel,SQL",Finance,612045,322,Master,Full-time,2026-04-01,59,Open
3123,Data Analyst,Capgemini,Hyderabad,Delhi,India,Remote,Mid,5,13,8,"Python,SQL",Education,368268,30,Master,Internship,2026-02-23,97,Open
3124,Software Engineer,Accenture,Mumbai,Maharashtra,India,Remote,Senior,6,15,19,"Azure,Python",IT Services,1799541,196,Master,Full-time,2026-01-06,65,Closed
3125,ML Engineer,Google,Chennai,Maharashtra,India,Remote,Mid,3,16,9,"Python,Pandas",IT Services,1302214,163,Master,Full-time,2026-01-24,72,Closed
3126,Data Analyst,Capgemini,Mumbai,Tamil Nadu,India,Remote,Senior,6,13,12,"Azure,Python",Retail,1176311,376,Bachelor,Contract,2026-06-20,89,Closed
3127,Data Scientist,Wipro,Pune,Telangana,India,Remote,Senior,8,27,19,"Tableau,SQL",IT Services,990989,284,Bachelor,Full-time,2026-03-01,60,Open
3128,BI Developer,TechNova,Delhi,Karnataka,India,Hybrid,Entry,8,3,4,"Python,SQL",Healthcare,1637919,252,Master,Contract,2026-03-20,79,Closed
3129,ML Engineer,Google,Hyderabad,Delhi,India,Onsite,Entry,7,11,15,"Tableau,SQL",Retail,1635311,312,Master,Internship,2026-04-22,56,Open
3130,Data Scientist,Microsoft,Bengaluru,Delhi,India,Onsite,Associate,8,20,7,"Tableau,SQL",IT Services,1453636,339,Master,Full-time,2026-06-21,61,Open
3131,Data Scientist,Wipro,Delhi,Tamil Nadu,India,Remote,Entry,8,7,14,"Tableau,SQL",Education,975436,244,Master,Contract,2026-06-05,57,Open
3132,Business Analyst,Infosys,Chennai,Maharashtra,India,Onsite,Senior,5,8,16,"Power BI,SQL",Retail,847791,95,Master,Contract,2026-04-19,80,Closed
3133,ML Engineer,Zoho,Hyderabad,Tamil Nadu,India,Remote,Senior,6,8,10,"Python,SQL",Retail,1152871,66,Bachelor,Full-time,2026-01-26,98,Open
3134,BI Developer,Accenture,Bengaluru,Karnataka,India,Remote,Entry,7,19,18,"Tableau,SQL",IT Services,1492590,345,Bachelor,Full-time,2026-05-26,53,Open
3135,BI Developer,Zoho,Hyderabad,Tamil Nadu,India,Hybrid,Senior,4,3,11,"Python,Pandas",Healthcare,949910,307,Master,Internship,2026-05-21,96,Open
3136,Data Scientist,Amazon,Hyderabad,Telangana,India,Remote,Entry,6,18,12,"Excel,SQL",Finance,1792261,40,Master,Contract,2026-06-20,79,Open
3137,Business Analyst,Capgemini,Chennai,Tamil Nadu,India,Hybrid,Associate,6,27,15,"Tableau,SQL",Education,625543,126,Master,Contract,2026-01-10,54,Open
3138,Software Engineer,Microsoft,Hyderabad,Telangana,India,Remote,Associate,4,5,17,"Azure,Python",Healthcare,472034,469,Bachelor,Contract,2026-03-26,69,Closed
3139,Business Analyst,Capgemini,Hyderabad,Karnataka,India,Remote,Entry,6,14,19,"Tableau,SQL",Healthcare,1015044,275,Bachelor,Internship,2026-04-06,98,Closed
3140,BI Developer,TCS,Pune,Delhi,India,Remote,Mid,2,18,20,"Power BI,SQL",Healthcare,797670,250,Bachelor,Contract,2026-03-08,68,Open
3141,Data Analyst,TCS,Chennai,Maharashtra,India,Remote,Senior,7,30,4,"Azure,Python",Retail,681742,308,Bachelor,Internship,2026-05-07,87,Closed
3142,Software Engineer,Wipro,Hyderabad,Telangana,India,Onsite,Mid,7,21,8,"Azure,Python",Education,1155011,214,Bachelor,Full-time,2026-01-20,98,Closed
3143,Business Analyst,Zoho,Hyderabad,Karnataka,India,Hybrid,Mid,8,22,15,"Python,SQL",IT Services,1247792,435,Master,Contract,2026-04-22,63,Open
3144,Data Scientist,Zoho,Mumbai,Karnataka,India,Hybrid,Entry,0,29,15,"Azure,Python",Finance,1377928,476,Master,Full-time,2026-01-19,65,Closed
3145,Business Analyst,Zoho,Pune,Delhi,India,Remote,Mid,6,20,10,"Excel,SQL",IT Services,1647979,461,Master,Internship,2026-04-16,63,Open
3146,Software Engineer,Microsoft,Hyderabad,Tamil Nadu,India,Remote,Entry,1,25,8,"Python,SQL",Retail,1335146,416,Master,Internship,2026-02-11,64,Open
3147,Data Scientist,Wipro,Delhi,Maharashtra,India,Onsite,Associate,8,10,4,"Azure,Python",Finance,1305763,348,Master,Contract,2026-05-31,72,Open
3148,Data Scientist,TechNova,Chennai,Telangana,India,Hybrid,Mid,8,17,12,"Power BI,SQL",Retail,1477252,183,Bachelor,Full-time,2026-06-20,72,Open
3149,ML Engineer,Google,Delhi,Karnataka,India,Onsite,Associate,6,4,16,"Azure,Python",Finance,880406,472,Master,Full-time,2026-01-27,80,Open
3150,Software Engineer,Infosys,Hyderabad,Delhi,India,Onsite,Entry,6,18,19,"Tableau,SQL",Finance,1673132,93,Master,Internship,2026-05-25,79,Closed
3151,BI Developer,Microsoft,Mumbai,Maharashtra,India,Hybrid,Mid,3,18,4,"Excel,SQL",IT Services,1107806,322,Master,Internship,2026-04-10,65,Open
3152,Data Analyst,Infosys,Chennai,Telangana,India,Hybrid,Senior,7,26,13,"Excel,SQL",Healthcare,1319337,73,Bachelor,Internship,2026-02-08,51,Closed
3153,Business Analyst,TCS,Pune,Karnataka,India,Hybrid,Senior,7,28,4,"Python,SQL",IT Services,1138513,143,Bachelor,Internship,2026-03-10,82,Closed
3154,ML Engineer,Capgemini,Delhi,Karnataka,India,Onsite,Senior,2,6,17,"Python,SQL",IT Services,1157784,403,Bachelor,Full-time,2026-03-06,56,Open
3155,Business Analyst,TechNova,Hyderabad,Delhi,India,Remote,Associate,7,16,17,"Python,SQL",IT Services,907911,288,Bachelor,Contract,2026-06-11,53,Closed
3156,Software Engineer,TCS,Pune,Tamil Nadu,India,Hybrid,Mid,6,3,19,"Tableau,SQL",Retail,619391,156,Master,Internship,2026-03-03,91,Open
3157,Business Analyst,Amazon,Bengaluru,Maharashtra,India,Hybrid,Entry,7,9,14,"Power BI,SQL",IT Services,1160287,451,Bachelor,Contract,2026-06-01,91,Open
3158,BI Developer,Google,Bengaluru,Delhi,India,Remote,Mid,3,21,17,"Azure,Python",Retail,1678896,303,Bachelor,Internship,2026-04-24,53,Closed
3159,Business Analyst,Infosys,Hyderabad,Telangana,India,Remote,Associate,0,24,16,"Python,Pandas",Education,1090622,314,Bachelor,Full-time,2026-03-31,57,Open
3160,ML Engineer,Amazon,Hyderabad,Telangana,India,Remote,Senior,1,13,15,"Excel,SQL",Healthcare,959832,185,Master,Internship,2026-06-24,60,Open
3161,Software Engineer,Microsoft,Mumbai,Karnataka,India,Hybrid,Mid,8,8,13,"Power BI,SQL",Education,827774,125,Bachelor,Internship,2026-01-08,92,Closed
3162,BI Developer,Google,Bengaluru,Telangana,India,Onsite,Entry,2,25,17,"Python,Pandas",Education,1451522,310,Master,Full-time,2026-01-12,64,Closed
3163,Data Scientist,Microsoft,Mumbai,Karnataka,India,Hybrid,Senior,6,16,14,"Azure,Python",Healthcare,348655,301,Master,Full-time,2026-03-15,55,Open
3164,Data Analyst,Microsoft,Chennai,Telangana,India,Hybrid,Entry,7,6,7,"Tableau,SQL",Retail,466830,218,Master,Contract,2026-01-17,78,Open
3165,Software Engineer,Zoho,Hyderabad,Tamil Nadu,India,Onsite,Entry,5,19,13,"Python,Pandas",Healthcare,1538392,28,Bachelor,Internship,2026-03-06,66,Open
3166,Data Scientist,Infosys,Mumbai,Tamil Nadu,India,Onsite,Senior,2,30,17,"Azure,Python",Retail,1169398,464,Bachelor,Full-time,2026-02-04,62,Closed
3167,BI Developer,TCS,Bengaluru,Karnataka,India,Remote,Associate,8,23,4,"Excel,SQL",IT Services,467917,167,Master,Full-time,2026-01-25,70,Closed
3168,BI Developer,Accenture,Bengaluru,Karnataka,India,Hybrid,Senior,3,16,7,"Power BI,SQL",Finance,1245739,71,Bachelor,Full-time,2026-01-21,53,Open
3169,Data Scientist,Amazon,Pune,Karnataka,India,Hybrid,Mid,5,24,20,"Excel,SQL",Education,1477396,457,Bachelor,Full-time,2026-06-24,54,Closed
3170,Data Scientist,Accenture,Bengaluru,Telangana,India,Hybrid,Associate,2,10,15,"Tableau,SQL",Healthcare,973815,472,Bachelor,Full-time,2026-01-31,68,Open
3171,Software Engineer,Capgemini,Bengaluru,Telangana,India,Hybrid,Mid,8,11,4,"Azure,Python",IT Services,1127124,481,Master,Internship,2026-06-30,87,Closed
3172,ML Engineer,Capgemini,Pune,Delhi,India,Onsite,Mid,4,19,18,"Excel,SQL",Education,1000952,361,Bachelor,Full-time,2026-02-02,76,Open
3173,Software Engineer,Infosys,Mumbai,Maharashtra,India,Hybrid,Associate,4,11,13,"Excel,SQL",IT Services,1735579,225,Bachelor,Full-time,2026-03-09,93,Closed
3174,Data Analyst,Capgemini,Pune,Tamil Nadu,India,Onsite,Mid,4,24,19,"Python,SQL",Retail,1447039,449,Master,Internship,2026-04-11,53,Closed
3175,Data Analyst,Accenture,Bengaluru,Maharashtra,India,Remote,Entry,4,12,9,"Excel,SQL",Education,1115786,29,Master,Full-time,2026-03-31,93,Closed
